#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days
QS0011211198;18-07-2025;;QS0011211198;FR;CACEN;CAC 40 Equal Weight NR;XPAR;;4060.560000;4073.080000;4073.0796169100000000;;;;;QS0011159777;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011211180;18-07-2025;;QS0011211180;PT;PSINR;PSI NR;XLIS;;18589.350000;18537.550000;18537.5461437300000000;;;;;PTING0200002;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011211172;18-07-2025;;QS0011211172;NL;ASCXN;AScX NR;XAMS;;2713.530000;2714.710000;2714.7097481000000000;;;;;NL0000249142;;;;1.76051959553597000;NL0012365084;ECB;TR1;Indices
QS0011211164;18-07-2025;;QS0011211164;NL;AMXNR;AMX NR;XAMS;;2851.500000;2866.110000;2866.1066058200000000;;;;;NL0000249274;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011211156;18-07-2025;;QS0011211156;NL;AEXNR;AEX NR;XAMS;;3132.690000;3123.700000;3123.7011953200000000;;;;;NL0000000107;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011204995;18-07-2025;;QS0011204995;NL;ASCXG;AScX GR;XAMS;;2994.230000;2996.140000;2996.1445239400000000;;;;;NL0000249142;;;2.071199524159970000;;NL0012365084;ECB;TR1;Indices
QS0011204763;18-07-2025;;QS0011204763;NL;AMXGR;AMX GR;XAMS;;3333.460000;3350.540000;3350.5370599100000000;;;;;NL0000249274;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011194238;18-07-2025;;QS0011194238;FR;NAOIG;EN Growth Bpifrance Innovation Index;XPAR;;1138.350000;1110.840000;1110.8414812000000000;;;;;QS0011194212;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011194220;18-07-2025;;QS0011194220;FR;NAOIN;EN Growth Bpifrance Innovation Index;XPAR;;1109.300000;1082.500000;1082.4972740900000000;;;;;QS0011194212;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011194212;18-07-2025;;QS0011194212;FR;NAOII;EN Growth Bpifrance Innovation Index;XPAR;2604993.901290850000000;1036.360000;1011.320000;1011.3184426700000000;2634478375.4304000000000;44;EUR;1;;QS0011194238;QS0011194220;;;;ECB;EU Price;Indices
